Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
perception	existence	rat	no	_	_	_	_	Target_Child	so no rats come in	41
perception	possession	do	not	_	_	_	_	Father	that does n't have bugs	41
perception	possession	do	not	_	_	_	_	Target_Child	he does n't have very sharp wings	44
perception	possession	do	not	_	_	_	_	Target_Child	this butterfly does n't have sharp wings	44
perception	possession	do	not	_	_	_	_	Target_Child	this butterfly does n't have sharp wings	44
perception	possession	do	not	_	_	_	_	Target_Child	this butterfly does n't have sharp wings	44
perception	possession	do	not	_	_	_	_	Target_Child	and Mommy did n't have any string	44
perception	existence	talk	not	_	_	_	_	Target_Child	oh but not a beautiful talk	44
perception	existence	it	not	_	_	_	_	Father	it is shaped like a moon is n't it	44
perception	existence	cheese	no	_	_	_	_	Mother	no cheese okay	18
perception	existence	you	not	_	_	_	_	Mother	you not going to sing	29
perception	existence	it	no	_	_	_	_	Target_Child	no it	29
perception	existence	ear	no	_	_	_	_	Target_Child	but that 's not got no ears	29
perception	existence	I	not	_	_	_	_	Target_Child	I not like that	29
perception	existence	it	not	_	_	_	_	Mother	I think that one's too big is n't it	29
perception	existence	fish	no	_	_	_	_	Mother	we saw seaweed but no fishies	47
perception	existence	this	no	_	_	_	_	Target_Child	no like this	47
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have another gain	36
perception	existence	house	no	_	_	_	_	Mother	no at Barbara's house	37
perception	possession	do	not	_	_	_	_	Target_Child	no they do n't have a horsie	37
perception	existence	present	no	_	_	_	_	Target_Child	no more presents he does n't give me	37
perception	existence	present	no	_	_	_	_	Target_Child	no more presents he does n't give me	37
perception	existence	blanket	no	_	_	_	_	Target_Child	she 's sleeping with no blankets on mamma	37
perception	possession	do	not	_	_	_	_	Target_Child	they do n't have a tail	37
perception	possession	do	not	_	_	_	_	Target_Child	Mommy they do n't have a tail	37
perception	existence	tail	no	_	_	_	_	Mother	no tail	37
perception	existence	animal	no	_	_	_	_	Target_Child	no animals	37
perception	existence	leg	no	_	_	_	_	Target_Child	no my leg	37
perception	existence	animal	no	_	_	_	_	Mother	no the animals are in cages	37
perception	existence	boy	no	_	_	_	_	Target_Child	no around this little boy	37
perception	existence	boy	no	_	_	_	_	Target_Child	no this little boy	37
perception	possession	do	not	_	_	_	_	Mother	well we do n't have a pocket yet	37
perception	existence	that	no	_	_	_	_	Mother	no that was very nice	37
perception	existence	one	no	_	_	_	_	Target_Child	no one one for the other	37
perception	existence	shoe	not	_	_	_	_	Mother	is your shoe not on	37
perception	existence	paw	no	_	_	_	_	Mother	no just two paws	40
perception	existence	wake	no	_	_	_	_	Target_Child	no wake a	40
perception	possession	do	not	_	_	_	_	Mother	you do n't have a bump on your head	40
perception	existence	me	no	_	_	_	_	Mother	no not me	40
perception	existence	I	no	_	_	_	_	Target_Child	no I	40
perception	existence	fun	no	_	_	_	_	Mother	well that 's no fun	40
perception	existence	milk	no	_	_	_	_	Mother	no milk	40
perception	existence	sugar	no	_	_	_	_	Mother	no suga	40
perception	existence	table	not	_	_	_	_	Mother	not a very good table is it	28
perception	existence	fit	not	_	_	_	_	Target_Child	not fits	28
perception	possession	do	not	_	_	_	_	Target_Child	you do n't have a book	28
perception	existence	you	not	_	_	_	_	Target_Child	you not a bit old	28
perception	existence	bit	not	_	_	_	_	Mother	not a bit old	28
perception	existence	you	not	_	_	_	_	Mother	you were climbing up the ladder this morning were n't you	28
perception	possession	have	not	_	_	_	_	Mother	he 's not very happy though because he has n't had any tea	28
perception	existence	you	not	_	_	_	_	Target_Child	you not got a cot	28
perception	existence	it	not	_	_	_	_	Target_Child	I think that 's the pattern you made the other day is n't it	28
perception	existence	tea	no	_	_	_	_	Mother	no tea	28
perception	existence	stuff	not	_	_	_	_	Mother	marvelous stuff medicine is n't it	28
perception	possession	do	not	_	_	_	_	Mother	you do n't haf ta put water on those	36
perception	existence	daddy	no	_	_	_	_	Father	no Sandy daddy	33
perception	existence	how	no	_	_	_	_	Target_Child	no how	33
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have fishin	33
perception	possession	do	not	_	_	_	_	Father	we would have been all done if you did n't haf ta go pottie	33
perception	existence	hair	no	_	_	_	_	Target_Child	no in your hair	33
perception	existence	box	not	_	_	_	_	Mother	you can have a bandaid but not the box	23
perception	existence	yell	not	_	_	_	_	Mother	Gwww and Laura not the yelling	50
perception	existence	that	no	_	_	_	_	Mother	no that does n't go in your mouth	14
perception	possession	do	not	_	_	_	_	Mother	I do n't have any	14
perception	existence	mouth	no	_	_	_	_	Mother	no not in your mouth	14
perception	existence	mouth	no	_	_	_	_	Mother	no not in the mouth	14
perception	possession	will	not	_	_	_	_	Mother	that way we wo n't have that dog in our way	14
perception	possession	do	not	_	_	_	_	Target_Child	what kind of tree does n't have those things you grow with	63
perception	existence	tree	no	_	_	_	_	Target_Child	no a raisin tree you know why	63
perception	existence	mess	no	_	_	_	_	Target_Child	no mess	63
perception	existence	Ross	no	_	_	_	_	Father	no why Ross	63
perception	possession	can	not	_	_	_	_	Father	you ca n't have any blankets servant	63
perception	possession	will	not	_	_	_	_	Target_Child	but then we wo n't have any more toys	63
perception	possession	will	not	_	_	_	_	Target_Child	then we wo n't haf ta pay	45
perception	possession	will	not	_	_	_	_	Father	how come we would n't haf ta pay	45
perception	existence	that	no	_	_	_	_	Target_Child	no that one's a bigger	45
perception	possession	do	not	_	_	_	_	Target_Child	it did n't have flippers	45
perception	existence	I	no	_	_	_	_	Target_Child	no I not	24
perception	existence	Eleanor	no	_	_	_	_	Mother	no Eleanor	24
perception	existence	this	not	_	_	_	_	Mother	this one's long is n't it	24
perception	existence	television	no	_	_	_	_	Mother	no television darling	24
perception	existence	fish	not	_	_	_	_	Mother	fish is n't it	24
perception	existence	Eleanor	not	_	_	_	_	Mother	Eleanor not with a pen with your hand darling	24
perception	possession	have	not	_	_	_	_	Child	we have n't had	56
perception	existence	Mummy	no	_	_	_	_	Target_Child	no no no blues Mummy	56
perception	existence	blue	no	_	_	_	_	Target_Child	no no no blues Mummy	56
perception	existence	blue	no	_	_	_	_	Target_Child	no more blues for me to use	56
perception	existence	blue	no	_	_	_	_	Target_Child	no more blues for me to use	56
perception	existence	Iris	no	_	_	_	_	Mother	no Iris	56
perception	existence	one	not	_	_	_	_	Mother	not the big one	56
perception	existence	girl	no	_	_	_	_	Target_Child	no you naughty girl	42
perception	existence	bird	no	_	_	_	_	Target_Child	and get no birds eating you that 's why I put you in jail for a while	42
perception	existence	Buzz_Lightyear	no	_	_	_	_	Target_Child	no Buzz_Lightyear	42
perception	existence	well	no	_	_	_	_	Mother	no well play with that with Jeannine	42
perception	existence	something	no	_	_	_	_	Target_Child	no something else	42
perception	existence	dustbin	no	_	_	_	_	Target_Child	just pretend you 've got no dustbin	42
perception	existence	morning	no	_	_	_	_	Mother	no every morning is n't it	42
perception	existence	morning	not	_	_	_	_	Mother	no every morning is n't it	42
perception	existence	man	no	_	_	_	_	Mother	no our doctor's a man but it was Christmas and an emergency	42
perception	possession	do	not	_	_	_	_	Mother	you did n't have it did you	42
perception	existence	bobbin	not	_	_	_	_	Mother	it 's bobbin not big one	42
perception	existence	Nicole	no	_	_	_	_	Mother	no Nicole	32
perception	existence	lot	not	_	_	_	_	Mother	not lots and lots_of water	32
perception	existence	way	no	_	_	_	_	Target_Child	no way	32
perception	existence	way	no	_	_	_	_	Target_Child	no way	32
perception	existence	cover	no	_	_	_	_	Mother	if you rip it I 'll haf ta throw the paints away will n't I because there 'll be no cover for them	32
perception	existence	stand	no	_	_	_	_	Target_Child	no stand up	32
perception	existence	you	not	_	_	_	_	Mother	I 've asked you not to do it have n't I	32
perception	existence	you	not	_	_	_	_	Mother	I 've asked you not to do it	32
perception	existence	hotdog	not	_	_	_	_	Mother	not hotdog	32
perception	existence	chicken	not	_	_	_	_	Target_Child	not chicken leg	32
perception	possession	do	not	_	_	_	_	Target_Child	I ca n't I do n't have any manners on my chest	37
perception	possession	do	not	_	_	_	_	Mother	we do n't have any hot water	42
perception	possession	do	not	_	_	_	_	Mother	we do n't have any hot water yet	42
perception	existence	cut	not	_	_	_	_	Target_Child	that 's cutting not grating	42
perception	possession	do	not	_	_	_	_	Mother	and the store does n't have it	42
perception	possession	do	not	_	_	_	_	Mother	we do n't have any curtain rods	42
perception	existence	nap	not	_	_	_	_	Target_Child	cause not nap here	25
perception	existence	nap	not	_	_	_	_	Target_Child	cause not nap here	25
perception	existence	that	no	_	_	_	_	Mother	no not with that	43
perception	existence	it	not	_	_	_	_	Mother	it really is lovely is n't it that	43
perception	existence	firework	no	_	_	_	_	Mother	it 's no good letting fireworks off during the day	43
perception	existence	kitchen	not	_	_	_	_	Target_Child	not kitchen roll	43
perception	existence	Sue's	not	_	_	_	_	Mother	and poor Sue's not here now is she	43
perception	existence	Thomas	not	_	_	_	_	Mother	Thomas not on the wood	43
perception	existence	lamp	no	_	_	_	_	Mother	no that lamp does n't work darling	43
perception	existence	Thomas	no	_	_	_	_	Mother	no do n't Thomas	43
perception	existence	it	not	_	_	_	_	Mother	what I was saying to you just to hold it not to pull on them	43
perception	existence	turn	no	_	_	_	_	Target_Child	Mummy no turn that off Mum	43
perception	existence	he	not	_	_	_	_	Mother	is he not with you	43
perception	existence	Thomas	no	_	_	_	_	Mother	no you wo n't Thomas	43
perception	existence	bedroom	no	_	_	_	_	Target_Child	no your bedroom an I show you where	43
perception	existence	whistle	no	_	_	_	_	Target_Child	no just a wee wee whistle	43
perception	existence	he	no	_	_	_	_	Target_Child	no he he as got his bucket	43
perception	existence	danger	no	_	_	_	_	Target_Child	Mummy we need a big railing to say no danger	43
perception	existence	Thomas	no	_	_	_	_	Mother	no not on the side Thomas	43
perception	existence	it	not	_	_	_	_	Mother	it 's worth falling in the well is n't it	43
perception	existence	it	no	_	_	_	_	Target_Child	no I it	43
perception	existence	it	not	_	_	_	_	Mother	no I think it 's fine now is n't it	43
perception	existence	seed	no	_	_	_	_	Target_Child	no only one seed	52
perception	existence	I	no	_	_	_	_	Target_Child	no I ca n't	52
perception	existence	everybody	not	_	_	_	_	Target_Child	not everybody should be eating	52
perception	possession	be	not	_	_	_	_	Mother	you 're not having a banana	23
perception	possession	have	not	_	_	_	_	Mother	not having chocky either	23
perception	possession	do	not	_	_	_	_	Target_Child	do you know what happen if we did n't have jackets	50
perception	existence	something	no	_	_	_	_	Target_Child	no something to drink right now	50
perception	existence	water	no	_	_	_	_	Target_Child	no water	50
perception	possession	should	not	_	_	_	_	Target_Child	I should n't have taked this off	50
perception	existence	push	no	_	_	_	_	Target_Child	no push	18
perception	existence	clothes	no	_	_	_	_	Mother	no clothes on	18
perception	existence	these	no	_	_	_	_	Target_Child	no these in a minute	61
perception	possession	be	not	_	_	_	_	Target_Child	they 're not having dinner yet	61
perception	existence	table	not	_	_	_	_	Target_Child	not on top of the table	61
perception	existence	more	no	_	_	_	_	Target_Child	there 's no more	61
perception	existence	pig	not	_	_	_	_	Target_Child	not the three pigs	61
perception	existence	milkman	no	_	_	_	_	Target_Child	no the milkman	61
perception	existence	puppet	not	_	_	_	_	Target_Child	but not puppets like this	61
perception	existence	what	no	_	_	_	_	Target_Child	no what	37
perception	existence	bunny	no	_	_	_	_	Target_Child	no my bunny	37
perception	existence	n	no	_	_	_	_	Target_Child	no a n a n	37
perception	possession	do	not	_	_	_	_	Target_Child	cept it do n't has a mouth	37
perception	existence	jump	not	_	_	_	_	Mother	not your jumper	26
perception	existence	Father_Christmas	not	_	_	_	_	Target_Child	not Father_Christmas	26
perception	existence	Granny	no	_	_	_	_	Target_Child	no Granny	26
perception	existence	it	not	_	_	_	_	Mother	is it not going on	26
perception	possession	do	not	_	_	_	_	Mother	you do n't haf ta pull it anymore	26
perception	existence	this	no	_	_	_	_	Target_Child	no Gordon this way	26
perception	possession	do	not	_	_	_	_	Mother	you do n't haf ta keep going backwards and forwards now do you	26
perception	possession	do	not	_	_	_	_	Mother	he did n't have his seatbelt on	26
perception	existence	watch	no	_	_	_	_	Target_Child	no watch again	26
perception	possession	do	not	_	_	_	_	Mother	you do n't have the television on now	26
perception	existence	Thomas	no	_	_	_	_	Target_Child	no Thomas on	26
perception	existence	petrol	not	_	_	_	_	Target_Child	not petrol the car	26
perception	existence	cream	no	_	_	_	_	Mother	no cream in your mouth please	24
perception	existence	pasta	no	_	_	_	_	Target_Child	no pasta over there	24
perception	existence	Mama	no	_	_	_	_	Mother	no Mama	24
perception	existence	more	no	_	_	_	_	Target_Child	no more	24
perception	existence	well	no	_	_	_	_	Target_Child	no well you can buckle me into my car seat pretend that 's my car seat	38
perception	possession	have	not	_	_	_	_	Mother	that 's cause she has n't had her second breakfast yet	38
perception	possession	do	not	_	_	_	_	Mother	should we do it somewhere where we do n't haf ta pick it up	38
perception	existence	corner	no	_	_	_	_	Target_Child	oh I think no corner piece	38
perception	possession	do	not	_	_	_	_	Mother	those do n't have any edges	38
perception	existence	this	not	_	_	_	_	Target_Child	not this	38
perception	existence	cause	no	_	_	_	_	Mother	oh no maybe not cause that 's its belly	38
perception	existence	cause	not	_	_	_	_	Mother	oh no maybe not cause that 's its belly	38
perception	possession	do	not	_	_	_	_	Target_Child	do n't have lots more puzzles	38
perception	possession	do	not	_	_	_	_	Mother	you actually do n't have very many more	38
perception	possession	do	not	_	_	_	_	Mother	we do n't haf ta worry about that	38
